Animal_Species,Age_Months,Sex,Herd_Size,Vaccinated_FMD,Vaccinated_HS,Vaccinated_LSD,Vaccinated_BQ,Days_Since_Last_Vaccination,Recent_Treatment,Latitude,Longitude,Dist_Nearest_Outbreak_km,Dist_Waterbody_km,Temperature_C,Humidity_Percent,Rainfall_mm,Season,District_Outbreaks_30d,Symptom_Onset_Days,Sick_Animal_Count,Mortality_Count,Fever,Salivation,Blisters_Mouth_Teats,Lameness,Skin_Nodules,Udder_Swelling,Respiratory_Distress,Abnormal_Milk,Diarrhea,Bleeding_Orifices,Target_Disease,Triage_Risk_Level,Escalation_Required
Buffalo,6,Male,11,1,1,1,1,271,Supportive Care,27.9707,74.7636,37.0,2.2,30.0,86.6,50.6,Monsoon,4,3,4,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,65,Male,2,0,0,1,1,144,Untreated,26.0967,83.8071,19.7,2.7,22.9,60.7,3.5,Summer,3,5,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,94,Female,11,0,0,1,1,174,Antibiotics,20.9477,80.6846,36.3,3.5,20.5,47.0,0.8,Summer,2,5,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,14,Female,24,0,1,0,1,312,Untreated,18.7818,73.8969,12.5,14.4,26.1,86.1,28.8,Post-Monsoon,2,1,1,0,0,0,0,0,0,0,0,0,1,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,37,Male,5,1,0,1,1,340,Untreated,24.919,83.663,17.1,2.6,27.9,56.7,14.7,Post-Monsoon,5,1,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,56,Male,4,0,0,1,0,312,Antibiotics,21.5114,74.9274,44.4,7.3,20.7,48.9,14.8,Summer,4,5,3,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,88,Female,10,1,0,0,1,178,Supportive Care,15.8817,75.8708,33.0,0.3,36.1,74.6,11.6,Post-Monsoon,3,1,2,0,1,1,1,0,0,0,0,0,0,0,FMD,Moderate,0
Cow,80,Female,1,1,0,0,1,273,Antibiotics,17.3902,79.1241,55.0,12.4,22.6,41.5,12.5,Summer,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,116,Female,3,1,1,1,1,257,Antibiotics,19.2493,74.0322,19.1,8.6,26.8,83.7,62.4,Monsoon,4,5,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,68,Female,6,1,0,0,1,344,Untreated,23.7453,74.6413,1.6,13.0,30.8,96.0,62.9,Monsoon,2,1,2,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,115,Female,4,0,1,1,1,184,Supportive Care,19.0269,76.7483,37.9,6.2,18.7,66.3,11.5,Monsoon,1,2,3,0,0,1,1,1,0,0,0,1,0,0,FMD,High,1
Buffalo,94,Female,9,1,1,1,0,71,Supportive Care,19.0356,75.247,6.3,0.8,27.7,80.9,28.0,Post-Monsoon,2,5,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,25,Male,3,1,0,1,1,239,Untreated,15.6455,83.1894,4.1,11.2,29.1,97.5,31.8,Monsoon,2,6,2,2,1,0,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,11,Female,15,1,0,1,1,46,Supportive Care,20.3916,76.6387,30.8,3.3,30.4,90.1,76.2,Monsoon,3,3,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,103,Female,2,0,1,0,1,190,Antibiotics,18.3115,73.1365,31.8,6.8,29.4,73.6,9.5,Post-Monsoon,1,3,1,0,1,0,0,0,0,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,56,Male,6,1,1,0,0,138,Untreated,15.256,73.7972,47.9,5.3,30.2,78.3,11.1,Post-Monsoon,6,5,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,17,Female,1,1,1,1,0,249,Supportive Care,27.7451,77.1705,41.9,3.9,31.9,90.1,19.3,Post-Monsoon,1,6,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,56,Female,2,0,1,1,1,359,Dewormed,19.9895,75.9732,31.3,12.0,23.2,55.6,11.6,Monsoon,1,3,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,35,Female,36,1,0,1,1,358,Antibiotics,20.9202,83.6843,28.2,13.9,31.6,85.2,28.4,Post-Monsoon,3,3,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,31,Female,8,0,0,1,0,83,Dewormed,25.2635,78.1536,6.8,1.9,29.8,84.9,44.3,Monsoon,4,3,3,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,29,Female,11,1,0,1,1,305,Untreated,26.0376,77.6066,6.4,8.6,35.3,83.2,26.7,Winter,5,5,1,0,1,0,1,0,0,1,0,1,1,0,Mastitis,Moderate,0
Buffalo,85,Female,13,1,1,0,0,238,Supportive Care,27.7586,78.2736,15.1,5.3,25.5,98.4,36.3,Winter,4,5,2,0,1,1,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,89,Female,8,0,1,1,0,275,Supportive Care,20.5036,76.7144,49.6,14.0,23.6,47.7,13.8,Winter,2,3,4,0,1,1,1,0,0,0,0,0,0,0,FMD,High,1
Buffalo,89,Female,34,0,1,1,1,122,Dewormed,19.6015,76.7197,19.1,9.2,29.4,60.1,24.1,Monsoon,3,3,3,1,1,0,0,0,0,0,0,0,1,1,Anthrax,Critical,1
Buffalo,8,Male,6,0,1,1,1,125,Untreated,25.9827,78.3155,10.4,8.9,30.2,64.9,4.9,Post-Monsoon,4,1,1,0,0,1,1,1,0,0,0,0,1,0,FMD,Moderate,0
Buffalo,33,Female,16,1,1,1,1,341,Dewormed,15.6523,78.7912,45.7,11.9,31.2,64.9,24.1,Post-Monsoon,1,3,3,1,1,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,81,Female,14,1,0,1,1,293,Supportive Care,22.6582,84.6337,36.8,4.3,19.6,48.9,12.2,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,74,Female,44,0,1,0,0,151,Untreated,20.9883,74.9296,20.5,0.3,31.0,94.0,27.6,Summer,4,5,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,41,Female,5,0,1,0,1,299,Supportive Care,26.1592,73.2279,47.0,14.7,29.7,84.2,26.3,Post-Monsoon,2,1,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,104,Female,10,1,1,1,0,172,Dewormed,18.9957,76.1593,30.2,3.1,35.2,64.9,48.3,Monsoon,5,3,4,2,1,0,0,1,0,1,0,0,0,0,Black_Quarter,High,1
Cow,18,Female,10,1,0,1,1,58,Untreated,19.2004,78.5354,27.4,2.2,36.4,75.5,50.4,Monsoon,3,2,3,0,0,1,0,1,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,10,Female,2,0,1,1,0,328,Supportive Care,24.2446,80.2368,35.9,13.6,30.1,70.1,14.3,Monsoon,1,4,1,0,1,1,1,1,0,1,0,0,0,0,FMD,Moderate,0
Cow,88,Female,5,1,1,1,1,347,Dewormed,18.5293,77.906,75.3,1.6,23.1,54.7,3.4,Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,71,Female,10,1,1,0,1,183,Untreated,24.9401,76.7456,15.0,0.1,31.6,44.6,10.0,Monsoon,2,1,1,1,1,0,0,0,0,0,1,0,0,0,Anthrax,Critical,1
Cow,33,Female,4,1,1,1,0,258,Supportive Care,26.6212,74.7898,33.3,9.2,33.2,87.1,14.6,Post-Monsoon,2,5,1,1,1,0,1,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,42,Female,14,1,1,1,1,266,Dewormed,18.6138,80.8915,41.2,11.9,31.7,96.7,24.2,Post-Monsoon,2,2,4,0,1,0,0,0,1,0,0,1,0,0,Lumpy_Skin_Disease,High,1
Cow,63,Female,46,1,0,1,1,119,Untreated,16.8644,83.7786,37.8,5.5,30.7,86.5,57.5,Monsoon,2,6,1,1,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,106,Female,6,1,0,1,1,342,Dewormed,18.0558,76.9965,31.5,2.1,29.6,86.3,75.8,Monsoon,3,6,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,110,Female,2,0,0,1,1,130,Untreated,17.9819,79.255,20.0,5.9,26.4,62.4,4.7,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,119,Male,7,0,1,1,0,158,Antibiotics,22.4791,74.6206,27.6,2.8,27.5,42.0,10.9,Post-Monsoon,4,3,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,76,Female,6,1,1,0,1,222,Supportive Care,25.468,79.1098,14.1,14.3,35.3,69.9,6.9,Post-Monsoon,6,5,2,0,0,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,54,Female,1,0,1,1,1,308,Untreated,27.3353,78.4033,46.5,13.2,23.5,91.6,36.7,Monsoon,2,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,7,Male,12,1,1,1,1,267,Antibiotics,23.8053,75.6214,18.9,1.7,21.4,88.0,39.4,Summer,4,2,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,48,Female,30,0,1,0,0,158,Untreated,27.1814,78.1358,34.7,9.1,32.2,84.0,10.6,Summer,2,3,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,44,Male,10,0,1,0,0,86,Untreated,22.1778,84.4303,25.6,6.8,25.3,91.2,9.6,Winter,1,5,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,65,Female,5,1,0,0,1,102,Dewormed,19.8301,77.9228,16.2,6.6,26.6,90.9,57.5,Monsoon,5,1,4,2,1,1,0,0,1,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,78,Female,14,0,1,1,1,351,Antibiotics,17.5836,84.0598,33.3,14.9,24.1,57.8,6.3,Post-Monsoon,5,4,4,0,1,1,1,1,0,1,0,0,0,0,FMD,High,1
Buffalo,27,Female,4,1,1,1,1,352,Untreated,24.0123,82.9104,40.5,11.8,33.0,61.3,45.6,Post-Monsoon,4,6,1,0,0,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Buffalo,57,Male,12,1,1,1,1,310,Untreated,25.6343,73.5869,4.8,0.4,27.8,78.2,18.5,Post-Monsoon,4,4,2,0,1,0,0,0,1,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,112,Male,2,0,1,1,1,154,Antibiotics,26.9625,77.2181,2.5,6.3,16.0,59.7,0.1,Post-Monsoon,4,5,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,10,Female,7,1,0,1,0,352,Antibiotics,21.6423,73.2562,6.9,12.2,35.4,87.7,15.1,Summer,2,2,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,115,Female,5,1,1,1,1,222,Supportive Care,20.4406,75.6105,15.9,8.9,22.7,85.9,19.3,Summer,8,6,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,10,Female,10,1,1,0,1,135,Antibiotics,17.5006,81.1798,5.1,13.0,23.1,64.0,28.0,Post-Monsoon,1,6,3,0,1,0,1,1,0,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,65,Female,8,1,1,0,1,248,Untreated,24.2243,76.6386,18.4,4.7,30.1,29.5,13.9,Summer,3,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,48,Female,1,0,0,1,1,228,Supportive Care,19.1716,79.1462,37.3,6.0,24.7,54.6,3.4,Monsoon,3,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,35,Male,3,1,1,0,1,308,Supportive Care,17.585,75.9913,30.2,0.9,33.1,77.6,13.2,Post-Monsoon,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Healthy,Low,0
Cow,41,Female,5,0,0,0,0,999,Supportive Care,17.6302,74.2318,26.3,14.8,25.6,71.1,10.2,Summer,0,2,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,44,Female,13,1,1,1,0,70,Untreated,21.2907,74.268,25.3,12.3,30.1,78.2,25.3,Post-Monsoon,2,5,2,0,0,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,110,Female,6,1,1,1,0,105,Supportive Care,25.2614,75.0703,31.6,2.8,32.9,69.2,18.7,Post-Monsoon,3,4,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,89,Male,11,1,0,1,0,89,Antibiotics,22.859,78.5972,90.7,4.8,18.8,71.8,0.9,Winter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,17,Female,10,1,0,0,1,272,Antibiotics,21.2667,83.5759,36.9,4.8,32.4,72.8,29.3,Post-Monsoon,3,3,4,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,37,Female,2,1,0,0,0,141,Supportive Care,21.2172,77.8923,48.4,2.8,29.5,70.0,37.4,Summer,3,5,1,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Buffalo,58,Female,5,1,1,0,1,264,Dewormed,15.398,78.3598,9.5,2.2,17.8,85.0,10.9,Winter,1,6,2,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Cow,51,Female,1,1,1,1,1,248,Untreated,15.1666,82.8457,9.3,7.0,23.0,81.0,8.1,Monsoon,4,4,1,0,0,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,70,Male,15,1,1,1,1,317,Antibiotics,23.6182,82.783,33.7,14.8,35.8,80.3,17.0,Post-Monsoon,5,3,4,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,69,Female,10,1,1,0,1,263,Dewormed,24.0866,74.2383,33.9,12.3,32.1,29.5,10.6,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,41,Female,4,0,1,1,1,167,Untreated,15.4964,80.0625,87.8,0.5,26.2,30.7,8.0,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,25,Female,2,0,0,1,1,297,Dewormed,23.8677,82.7379,32.4,12.0,32.9,41.7,2.0,Winter,2,4,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,96,Female,11,0,1,0,1,41,Untreated,19.1302,73.4562,45.7,13.5,23.8,58.6,9.5,Summer,2,2,2,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,20,Female,17,1,0,1,0,316,Supportive Care,21.8219,84.4311,55.0,3.9,10.6,71.5,14.3,Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,43,Female,7,0,0,0,0,999,Dewormed,18.054,77.5598,19.3,12.7,18.2,83.5,13.1,Winter,3,1,3,0,1,1,1,1,0,0,0,0,1,0,FMD,High,1
Cow,101,Female,1,1,1,1,0,340,Untreated,19.7959,81.0643,5.0,3.2,31.5,76.8,9.3,Winter,1,2,1,0,1,0,0,1,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,89,Female,6,1,0,1,1,88,Untreated,27.6077,73.1508,18.3,1.2,35.0,60.3,46.5,Post-Monsoon,4,6,1,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,29,Female,2,1,1,0,1,279,Dewormed,26.0479,83.9256,9.4,4.8,31.2,75.9,6.4,Post-Monsoon,4,4,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,26,Female,4,1,0,1,1,56,Dewormed,26.8392,81.6706,14.4,5.2,19.6,72.6,22.2,Winter,2,3,1,0,1,0,0,0,0,0,0,0,0,0,Mastitis,Moderate,0
Cow,43,Female,24,1,1,1,1,146,Untreated,27.7434,76.3677,15.9,7.8,20.9,67.7,1.5,Post-Monsoon,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,76,Female,13,1,0,1,1,347,Antibiotics,15.3107,82.2233,16.9,5.0,30.5,77.6,39.1,Monsoon,5,6,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,89,Male,5,1,1,0,1,311,Supportive Care,15.4688,77.7858,41.8,13.7,28.5,71.7,29.8,Post-Monsoon,2,2,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,79,Female,6,0,1,1,0,275,Untreated,21.1965,81.8993,8.9,8.7,35.1,74.2,40.7,Post-Monsoon,1,3,1,2,1,0,1,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,114,Female,3,1,1,0,1,118,Untreated,16.1585,73.6896,25.0,4.8,29.0,67.8,10.3,Post-Monsoon,0,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,38,Female,5,1,0,1,0,362,Supportive Care,24.0454,79.5428,1.4,11.2,23.1,85.0,15.8,Post-Monsoon,3,4,1,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Buffalo,75,Female,5,0,0,1,1,203,Supportive Care,18.6533,73.1766,53.2,2.0,19.2,47.2,1.1,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,102,Female,22,1,1,0,1,206,Antibiotics,23.6881,74.8984,31.7,13.7,32.7,63.1,10.5,Monsoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,113,Female,4,0,1,0,1,103,Dewormed,19.7039,83.9237,23.6,9.0,21.3,67.5,3.2,Winter,5,4,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,12,Male,8,1,0,1,1,87,Antibiotics,24.3306,83.6215,28.2,2.3,33.0,34.1,10.1,Monsoon,5,4,3,0,1,0,0,1,1,0,0,0,0,0,FMD,High,1
Buffalo,21,Female,5,0,1,1,0,161,Antibiotics,23.3099,78.1758,20.8,9.0,25.8,62.3,13.5,Post-Monsoon,1,4,2,0,0,0,0,1,0,0,0,0,0,0,Black_Quarter,Moderate,0
Buffalo,83,Female,17,1,0,1,1,267,Antibiotics,18.2831,78.7172,47.7,4.6,22.9,75.3,5.2,Post-Monsoon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Cow,81,Female,6,0,1,0,1,36,Antibiotics,26.4795,77.8663,41.8,5.6,30.5,82.8,8.8,Post-Monsoon,2,1,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,27,Female,7,0,1,0,1,215,Antibiotics,17.4312,78.0175,42.6,0.1,29.0,61.2,19.3,Post-Monsoon,1,1,4,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,High,1
Buffalo,65,Female,13,0,1,0,1,55,Untreated,21.2577,83.0047,37.1,5.2,31.8,80.2,23.9,Post-Monsoon,2,3,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,20,Female,5,1,1,1,0,120,Untreated,20.3438,83.3001,21.9,0.2,33.3,76.6,38.1,Monsoon,2,5,4,0,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,7,Female,3,1,1,1,0,184,Supportive Care,17.4491,79.8239,48.1,9.6,27.9,90.8,16.5,Monsoon,8,2,1,2,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Cow,95,Female,4,1,1,1,1,177,Untreated,24.6568,81.3451,40.7,4.7,36.4,77.1,38.0,Post-Monsoon,3,6,1,2,0,0,0,0,0,0,1,0,0,1,Anthrax,Critical,1
Cow,94,Female,8,1,0,0,1,294,Dewormed,19.1434,80.7351,16.2,1.7,32.2,73.9,56.4,Monsoon,5,6,1,2,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,49,Female,31,1,1,1,1,63,Untreated,22.9367,74.7312,9.2,10.6,19.9,83.8,13.8,Monsoon,1,1,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,43,Female,4,0,0,0,1,336,Supportive Care,25.3042,82.8177,19.6,3.9,27.3,85.8,56.9,Monsoon,7,1,3,2,0,1,0,0,0,0,1,0,0,1,Hemorrhagic_Septicemia,Critical,1
Cow,47,Female,4,1,1,1,1,208,Dewormed,16.5341,80.1657,18.0,11.5,24.6,74.9,11.5,Monsoon,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,71,Female,13,1,1,1,0,275,Dewormed,17.7127,79.6438,46.0,5.0,27.1,70.2,42.6,Post-Monsoon,4,3,1,0,1,0,0,1,0,0,1,0,0,0,Black_Quarter,Moderate,0
Cow,95,Female,52,1,1,0,0,62,Antibiotics,23.1239,81.3,31.1,4.7,27.7,90.2,23.2,Summer,4,5,4,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,30,Female,17,1,1,0,1,90,Dewormed,25.3909,83.4043,41.1,6.8,28.9,79.7,9.5,Post-Monsoon,3,5,3,0,0,0,0,0,1,0,1,0,0,0,Lumpy_Skin_Disease,High,1
Cow,32,Female,3,1,1,0,0,164,Dewormed,25.9993,78.0034,45.8,1.6,29.7,76.2,14.3,Post-Monsoon,5,6,2,0,1,0,0,0,1,0,0,1,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,26,Male,9,0,1,1,0,239,Supportive Care,21.3726,77.8666,36.3,11.3,26.0,64.0,39.8,Summer,3,6,2,0,1,0,1,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,10,Female,11,1,1,0,1,360,Untreated,21.1901,84.035,53.9,1.0,21.3,55.5,12.0,Post-Monsoon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Healthy,Low,0
Cow,54,Female,7,1,1,1,0,259,Dewormed,22.7848,83.1437,26.9,8.1,27.0,49.5,6.1,Winter,3,6,4,0,1,0,1,1,0,0,0,0,0,0,FMD,High,1
Cow,15,Female,2,1,0,1,0,271,Dewormed,20.4041,77.5392,28.5,1.3,34.2,68.0,9.2,Summer,6,2,1,0,1,0,0,0,0,0,0,1,0,0,Mastitis,Moderate,0
Cow,63,Female,8,1,1,0,1,239,Antibiotics,20.512,81.1281,26.3,1.8,36.7,83.9,9.5,Post-Monsoon,4,6,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Buffalo,106,Female,8,0,0,1,1,170,Antibiotics,17.4784,77.2378,20.0,13.8,38.1,51.4,2.4,Summer,1,1,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Cow,42,Female,2,0,1,1,1,333,Antibiotics,21.9427,78.9128,48.5,12.3,21.0,63.0,16.5,Summer,5,5,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,58,Female,6,0,1,1,1,247,Antibiotics,16.7756,79.1327,10.2,7.6,35.6,90.0,24.8,Monsoon,1,2,3,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Buffalo,24,Female,5,1,0,0,1,249,Dewormed,18.179,81.8146,45.4,11.8,32.4,86.6,28.8,Monsoon,3,3,2,0,1,1,0,0,0,0,1,0,1,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,74,Male,37,1,1,0,0,150,Dewormed,21.7941,79.1177,11.2,8.9,25.4,53.1,9.0,Post-Monsoon,4,6,4,0,1,1,1,1,0,0,0,0,0,0,FMD,High,1
Buffalo,32,Female,1,0,1,1,0,87,Untreated,24.122,81.2967,35.6,4.7,19.6,38.1,6.3,Summer,4,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,55,Female,11,0,1,1,0,39,Dewormed,25.1916,75.2753,2.3,10.5,35.2,72.0,15.0,Post-Monsoon,4,5,3,1,1,0,0,1,0,0,0,0,0,0,Black_Quarter,High,1
Buffalo,39,Female,8,0,1,1,1,292,Supportive Care,15.5868,74.0002,4.3,8.8,35.1,95.6,13.8,Summer,4,2,3,0,1,1,1,1,0,0,0,0,0,1,FMD,High,1
Buffalo,17,Female,5,1,0,0,0,364,Dewormed,18.1826,80.8514,14.9,9.1,28.6,88.8,64.1,Monsoon,2,1,2,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Buffalo,76,Female,47,1,1,0,1,156,Dewormed,17.5873,80.401,14.3,9.9,36.2,81.4,6.2,Post-Monsoon,5,2,3,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,High,1
Cow,100,Female,3,1,1,0,1,66,Dewormed,16.2341,79.9215,43.3,4.0,25.2,89.1,18.5,Post-Monsoon,0,1,1,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Buffalo,21,Female,1,1,1,1,0,265,Supportive Care,17.4991,75.5845,13.5,8.7,31.8,82.7,22.0,Post-Monsoon,4,5,1,0,1,0,0,0,1,0,0,0,0,1,Lumpy_Skin_Disease,Moderate,0
Buffalo,72,Male,3,1,1,1,0,292,Antibiotics,22.0848,76.655,34.0,10.7,25.1,83.4,18.9,Summer,3,5,2,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,85,Female,43,0,1,1,1,256,Dewormed,18.5805,84.4533,9.7,2.6,22.0,74.6,11.9,Monsoon,2,6,1,0,1,1,0,1,0,0,0,0,0,0,FMD,Moderate,0
Buffalo,37,Female,10,1,0,0,1,169,Antibiotics,27.1788,79.9275,5.1,3.4,25.9,85.4,31.9,Monsoon,1,1,1,0,1,1,0,0,0,0,1,0,0,0,Hemorrhagic_Septicemia,Critical,1
Cow,12,Female,12,1,0,1,1,77,Supportive Care,16.6161,75.2053,27.1,10.8,29.8,78.1,22.7,Monsoon,4,1,3,2,1,1,0,0,0,1,1,0,0,1,Hemorrhagic_Septicemia,Critical,1
Cow,43,Female,2,1,1,1,0,124,Untreated,26.8828,79.6162,22.5,0.1,28.3,75.7,9.5,Summer,8,3,1,0,1,0,0,0,0,1,0,1,0,0,Mastitis,Moderate,0
Cow,30,Female,39,0,1,0,1,151,Dewormed,26.5893,82.5102,4.3,10.5,30.4,74.7,28.2,Post-Monsoon,2,4,2,0,1,0,0,0,1,0,0,0,0,0,Lumpy_Skin_Disease,Moderate,0
Cow,37,Female,3,1,1,1,1,56,Dewormed,21.2809,84.3534,36.7,3.2,16.4,59.3,12.8,Monsoon,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,70,Female,15,1,1,1,1,31,Supportive Care,22.344,80.6234,15.6,8.8,23.3,45.2,6.5,Summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Healthy,Low,0
Buffalo,76,Male,2,0,0,0,1,184,Untreated,24.7955,76.9518,24.7,13.9,25.8,50.8,11.6,Summer,4,1,1,0,1,1,1,1,0,0,0,0,0,0,FMD,Moderate,0
Cow,37,Female,5,0,0,0,1,81,Supportive Care,25.9658,73.4462,26.5,12.2,30.0,57.7,4.4,Monsoon,3,5,4,0,1,1,1,1,0,0,0,0,0,1,FMD,High,1
